team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PHI,2016,PHI,2016020125,PHI,CAR,AWAY,20161030,Team Level,5on5,0.4118,0.47,0.4937,3130,27.742,1.634,1.478,7.159,0.925,15.378,12.426,1.59,1.72,1.673,24,15,8,47,2,1,0,4,3,22,7,22,37,1,2,18,21,3,3,36,2,1,1.078,0.198,0.358,1,1,0,48.887,39,40.546,1,0.301,0.03,0.03,1.905,2.006,1.95,28.163,2.334,1.846,7.151,0.978,16.48,11.21,2.236,2.211,2.119,24,16,13,53,2,2,0,7,1,15,13,22,38,2,4,33,22,5,4,29,9,2,0.825,0.981,0.528,1,1,0,50.589,40,38.338,3,0.379,0.528,0.528,2.186,2.076,2.007
PHI,2016,PHI,2016020125,PHI,CAR,AWAY,20161030,Team Level,4on5,0.1529,0.4,0.4,76,1.036,0.05,0.038,0.118,0.031,0.234,1.528,0.05,0.05,0.05,1,1,0,2,1,0,0,0,0,0,1,0,1,0,0,4,0,0,1,2,0,0,0.05,0,0,1,0,0,2,2,2,1,0.009,0,0,0.059,0.059,0.059,2.359,0.277,0.211,0.444,0.073,1.322,0.674,0.271,0.277,0.271,3,0,0,3,0,0,0,1,0,1,1,3,3,0,0,1,1,0,1,1,2,0,0.042,0.235,0,0,0,0,3,3,3,1,0.055,0,0,0.332,0.332,0.324
PHI,2016,PHI,2016020125,PHI,CAR,AWAY,20161030,Team Level,5on4,1,0.8571,1,217,3.388,0.339,0.235,0.725,0.127,2.384,1.189,0.331,0.339,0.331,3,2,1,6,1,0,0,0,0,2,2,2,4,1,2,2,0,0,1,4,0,1,0.043,0,0.296,0,0,1,6,5,5,0,0.062,0,0,0.401,0.401,0.393,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
PHI,2016,PHI,2016020144,PHI,DET,HOME,20161102,Team Level,other,0.8268,0.6364,0.6,141,5.081,1.055,0.617,1.177,0.169,2.032,0.95,0.558,1.055,0.558,5,1,1,7,2,3,1,0,0,1,0,3,4,0,0,2,0,1,0,2,1,3,0.085,0.12,0.849,1,0,1,7,6,6,0,0.167,0.849,0.849,0.373,0.373,0.258,3.032,0.221,0.155,0.607,0.079,1.259,1.68,0.22,0.221,0.22,1,3,0,4,0,0,0,1,0,0,3,1,4,0,0,2,0,1,0,3,1,0,0.123,0.098,0,0,0,0,4,4,4,0,0.04,0,0,0.261,0.261,0.26
PHI,2016,PHI,2016020144,PHI,DET,HOME,20161102,Team Level,all,0.7174,0.5476,0.587,3701,39.499,4.184,2.916,9.283,1.248,20.702,15.668,3.643,3.967,3.428,40,14,15,69,4,6,2,6,2,18,18,36,50,3,9,22,22,1,8,37,10,7,0.982,1.243,1.96,1,0,3,64.427,54,50.426,7,0.652,1.499,1.499,3.338,3.13,2.984,27.126,1.648,1.523,5.76,0.794,15.318,12.957,1.637,1.76,1.748,25,13,19,57,3,1,0,8,0,11,15,22,35,3,9,28,16,8,10,33,4,1,0.955,0.422,0.27,2,1,0,61.199,38,40.522,7,0.32,0.27,0.27,1.697,1.817,1.807
PHI,2016,PHI,2016020144,PHI,DET,HOME,20161102,Team Level,5on5,0.6649,0.5333,0.5867,3320,31.976,2.802,2.143,7.57,0.97,17.391,13.124,2.768,2.585,2.553,33,11,12,56,2,3,1,6,1,16,16,31,42,3,9,19,21,0,8,33,7,4,0.863,0.828,1.111,0,0,2,51.427,44,40.426,7,0.445,0.65,0.65,2.598,2.39,2.372,22.492,1.412,1.262,4.844,0.663,12.972,9.847,1.403,1.525,1.514,22,9,18,49,3,1,0,6,0,11,10,19,28,3,9,22,16,7,10,27,3,1,0.818,0.325,0.27,2,1,0,53.199,31,33.522,7,0.255,0.27,0.27,1.397,1.517,1.509
PHI,2016,PHI,2016020144,PHI,DET,HOME,20161102,Team Level,4on5,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302,0.013,0.096,0.3,0.042,1.077,0.471,0.013,0.013,0.013,1,1,1,3,0,0,0,1,0,0,1,1,2,0,0,1,0,0,0,2,0,0,0.013,0,0,0,0,0,3,2,2,0,0.022,0,0,0.035,0.035,0.035
PHI,2016,PHI,2016020144,PHI,DET,HOME,20161102,Team Level,5on4,0.997,0.8571,0.8,120,2.442,0.327,0.156,0.535,0.109,1.279,1.594,0.318,0.327,0.318,2,2,2,6,0,0,0,0,1,1,2,2,4,0,0,0,0,0,0,2,2,0,0.033,0.294,0,0,0,0,6,4,4,0,0.04,0,0,0.367,0.367,0.354,0.3,0.001,0.01,0.01,0.01,0.01,0.959,0.001,0.001,0.001,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,0,0,0,1,0,0,0.001,0,0,0,0,0,1,1,1,0,0.002,0,0,0.003,0.003,0.003
PHI,2016,PHI,2016020147,PHI,NYI,AWAY,20161103,Team Level,other,0.7137,0.7727,0.7778,228,9.62,0.915,0.652,2.059,0.468,5.796,4.11,0.904,0.915,0.904,9,5,3,17,1,0,0,2,0,7,4,8,13,0,0,4,0,0,0,12,1,1,0.198,0.181,0.536,0,0,1,17,14,14,0,0.191,0,0,1.107,1.107,1.09,2.814,0.367,0.218,0.516,0.102,1.805,0.992,0.335,0.367,0.335,2,2,1,5,0,0,0,1,1,1,1,2,4,1,2,4,0,0,2,1,3,0,0.051,0.315,0,0,0,0,5,4,4,1,0.068,0,0,0.435,0.435,0.398
PHI,2016,PHI,2016020147,PHI,NYI,AWAY,20161103,Team Level,all,0.5384,0.6475,0.6421,3900,40.531,2.446,2.792,9.655,1.493,26.626,17.987,2.418,2.534,2.505,42,19,18,79,2,1,1,12,1,18,27,40,59,4,8,39,14,8,7,54,5,2,1.093,0.576,0.778,0,0,2,80.919,61,62.381,3,0.65,0.242,0.242,2.855,2.937,2.912,23.352,2.097,1.494,5.539,0.828,13.232,10.81,2.027,2.048,1.98,27,7,9,43,2,2,1,9,1,8,12,25,32,6,12,29,30,7,11,26,6,2,0.718,0.621,0.759,1,0,1,42.097,34,33.443,4,0.342,0.759,0.759,1.68,1.638,1.58
PHI,2016,PHI,2016020147,PHI,NYI,AWAY,20161103,Team Level,5on5,0.566,0.6,0.6,2951,23.779,1.47,1.533,5.92,0.792,15.133,11.153,1.453,1.558,1.54,25,11,12,48,1,1,1,6,1,8,19,24,35,3,6,27,13,7,4,31,4,1,0.834,0.394,0.242,0,0,1,49.919,36,37.381,2,0.31,0.242,0.242,1.538,1.621,1.613,16.703,1.127,1.017,4.269,0.586,9.768,7.234,1.089,1.078,1.042,20,4,8,32,1,1,0,7,0,7,8,19,23,5,10,19,28,7,7,21,2,1,0.574,0.202,0.351,1,0,0,31.097,24,23.443,2,0.208,0.351,0.351,0.984,0.943,0.921
PHI,2016,PHI,2016020147,PHI,NYI,AWAY,20161103,Team Level,4on5,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.359,0.547,0.199,0.502,0.099,1.2,1.454,0.547,0.547,0.547,4,0,0,4,1,1,1,1,0,0,1,3,3,0,0,3,0,0,1,2,1,1,0.037,0.103,0.408,0,0,1,4,4,4,0,0.052,0.408,0.408,0.191,0.191,0.191
PHI,2016,PHI,2016020147,PHI,NYI,AWAY,20161103,Team Level,5on4,0.5214,0.875,0.8462,559,7.132,0.061,0.607,1.677,0.233,5.698,2.724,0.061,0.061,0.061,8,3,3,14,0,0,0,4,0,3,4,8,11,0,0,7,0,0,2,11,0,0,0.061,0,0,0,0,0,14,11,11,0,0.149,0,0,0.21,0.21,0.209,1.477,0.056,0.061,0.253,0.041,0.459,1.13,0.056,0.056,0.056,1,1,0,2,0,0,0,0,0,0,2,1,2,0,0,3,2,0,1,2,0,0,0.056,0,0,0,0,0,2,2,2,1,0.013,0,0,0.07,0.07,0.07
PHI,2016,PHI,2016020164,PHI,MTL,AWAY,20161105,Team Level,other,1,1,1,43,0.763,0.122,0.07,0.092,0.027,0.488,0.201,0.122,0.122,0.122,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.122,0,0,0,0,1,1,1,0,0.023,0,0,0.145,0.145,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2016,PHI,2016020164,PHI,MTL,AWAY,20161105,Team Level,all,0.6572,0.6087,0.6575,3600,34.603,3.899,2.284,7.788,1.133,18.408,14.487,3.864,3.974,3.938,38,10,22,70,4,3,1,6,0,16,19,34,44,3,6,28,35,7,12,35,9,4,0.779,1.075,2.045,1,1,2,70.461,48,48.263,11,0.54,0.513,0.513,3.926,3.982,3.958,18.496,2.034,1.457,4.068,0.592,9.67,7.179,1.964,2.028,1.958,17,8,20,45,5,2,0,3,1,9,5,12,20,3,8,31,24,10,15,14,9,2,0.401,1.114,0.519,3,1,1,45.05,25,25.048,14,0.314,0.381,0.381,1.967,1.955,1.907
PHI,2016,PHI,2016020164,PHI,MTL,AWAY,20161105,Team Level,5on5,0.5557,0.5543,0.6182,2821,25.007,1.965,1.449,6.088,0.832,13.116,10.551,1.937,2.039,2.01,26,8,17,51,2,2,1,4,0,12,14,24,32,3,6,20,34,6,11,25,8,1,0.636,0.953,0.376,1,1,0,51.461,34,34.263,10,0.303,0.491,0.491,1.777,1.833,1.817,15.159,1.571,1.118,3.54,0.495,8.27,6.005,1.537,1.565,1.53,13,8,20,41,4,1,0,2,1,8,5,9,17,3,8,23,24,9,11,13,7,1,0.358,0.899,0.314,3,0,1,41.05,21,21.048,10,0.236,0.176,0.176,1.631,1.619,1.606
PHI,2016,PHI,2016020164,PHI,MTL,AWAY,20161105,Team Level,4on5,0.1473,0.4,0.4,349,1.02,0.062,0.04,0.104,0.028,0.241,1.526,0.062,0.062,0.062,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,5,1,1,1,2,0,0,0.062,0,0,0,0,0,2,2,2,1,0.009,0,0,0.071,0.071,0.071,2.563,0.359,0.307,0.435,0.071,1.23,0.598,0.323,0.359,0.323,3,0,0,3,0,1,0,1,0,1,0,3,3,0,0,1,0,1,0,1,1,1,0.043,0.111,0.205,0,0,0,3,3,3,0,0.07,0.205,0.205,0.224,0.224,0.189
PHI,2016,PHI,2016020164,PHI,MTL,AWAY,20161105,Team Level,5on4,0.9439,0.9412,0.9167,387,7.813,1.751,0.725,1.505,0.247,4.564,2.21,1.744,1.751,1.744,10,1,5,16,2,1,0,2,0,4,2,8,9,0,0,3,0,0,0,8,0,3,0.081,0,1.669,0,0,2,16,11,11,0,0.205,0.022,0.022,1.933,1.933,1.926,0.773,0.104,0.032,0.093,0.026,0.169,0.576,0.104,0.104,0.104,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,1,0,0,0.104,0,0,1,0,1,1,1,4,0.008,0,0,0.112,0.112,0.112
PHI,2016,PHI,2016020185,PHI,DET,HOME,20161108,Team Level,other,0.3097,0.4,0.3333,17,1.55,0.21,0.125,0.209,0.046,0.732,0.677,0.21,0.21,0.21,2,0,2,4,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,0,2,0,0,0.21,0,0,0,0,4,2,2,0,0.033,0,0,0.243,0.243,0.243,3.061,0.468,0.209,0.592,0.121,1.279,1.33,0.468,0.468,0.468,3,1,2,6,0,0,0,0,0,1,3,3,4,0,0,1,0,1,0,1,2,1,0.019,0.182,0.267,0,0,0,6,4,4,0,0.062,0,0,0.53,0.53,0.53
PHI,2016,PHI,2016020185,PHI,DET,HOME,20161108,Team Level,all,0.5395,0.4615,0.4574,3900,31.511,3.449,2,7.35,1.041,17.526,11.634,3.325,3.375,3.252,25,18,17,60,2,5,1,3,2,15,16,23,41,4,11,34,30,4,9,26,13,4,0.585,1.46,1.405,0,1,1,59.09,43,42.53,6,0.435,1.346,1.346,2.539,2.478,2.441,37.475,2.944,2.378,8.761,1.461,19.298,16.158,2.926,3.056,3.037,35,16,19,70,2,2,0,7,1,14,25,33,49,3,9,24,27,7,8,36,11,4,0.748,1.269,0.927,0,1,1,71.447,51,52.032,6,0.55,0.063,0.063,3.431,3.557,3.536
PHI,2016,PHI,2016020185,PHI,DET,HOME,20161108,Team Level,5on5,0.5424,0.5104,0.493,3389,25.909,2.769,1.542,6.121,0.838,14.055,9.675,2.672,2.694,2.599,19,16,14,49,1,4,1,2,1,13,14,18,34,4,11,28,28,4,7,23,8,4,0.441,0.923,1.405,0,0,1,48.09,35,34.53,4,0.323,1.284,1.284,1.807,1.747,1.731,27.265,2.336,1.555,6.02,0.897,13.099,12.093,2.319,2.448,2.43,27,9,11,47,2,1,0,4,1,10,18,25,34,3,9,16,27,6,7,24,9,3,0.589,1.087,0.66,0,1,1,48.447,36,37.032,5,0.325,0.035,0.035,2.626,2.752,2.733
PHI,2016,PHI,2016020185,PHI,DET,HOME,20161108,Team Level,4on5,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7.15,0.14,0.614,2.149,0.443,4.92,2.735,0.138,0.14,0.138,5,6,6,17,0,1,0,3,0,3,4,5,11,0,0,4,0,0,0,11,0,0,0.14,0,0,0,0,0,17,11,11,0,0.163,0.028,0.028,0.275,0.275,0.273
PHI,2016,PHI,2016020185,PHI,DET,HOME,20161108,Team Level,5on4,1,1,1,134,4.052,0.47,0.333,1.02,0.157,2.739,1.281,0.443,0.47,0.443,4,2,1,7,1,1,0,1,1,2,0,3,5,0,0,2,1,0,0,3,3,0,0.144,0.326,0,0,1,0,7,6,6,0,0.08,0.062,0.062,0.488,0.488,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PHI,2016,PHI,2016020207,PHI,TOR,AWAY,20161111,Team Level,other,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,0.229,0.126,0.224,0.055,1.101,0.265,0.217,0.229,0.217,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0.074,0.155,0,0,1,0,2,2,2,0,0.04,0,0,0.269,0.269,0.256
PHI,2016,PHI,2016020207,PHI,TOR,AWAY,20161111,Team Level,all,0.3899,0.4762,0.5281,3600,32.604,2.761,1.75,7.604,1.003,16.807,17.076,2.735,2.87,2.841,33,14,13,60,3,0,0,3,1,23,17,30,44,5,10,23,31,12,11,41,2,4,0.991,0.217,1.553,1,0,2,63.718,47,49.962,6,0.367,0,0,3.128,3.261,3.226,32.122,4.321,2.112,6.822,0.997,16.873,10.876,4.038,4.197,3.92,23,19,24,66,6,2,0,5,2,10,17,17,36,2,4,32,29,10,13,21,18,3,0.899,2.257,1.165,1,3,2,63.451,42,40.462,6,0.48,0.449,0.449,4.352,4.235,4.063
PHI,2016,PHI,2016020207,PHI,TOR,AWAY,20161111,Team Level,5on5,0.39,0.4904,0.5634,3109,28.406,1.724,1.584,7.236,0.895,15.816,12.744,1.699,1.833,1.805,27,13,11,51,1,0,0,3,1,21,14,26,39,4,8,18,30,11,10,36,2,2,0.977,0.217,0.53,1,0,0,54.718,40,42.962,6,0.322,0,0,2.046,2.179,2.146,24.321,2.697,1.565,5.413,0.731,11.967,8.628,2.575,2.572,2.458,18,13,22,53,3,1,0,4,1,8,14,15,28,2,4,23,29,9,11,18,11,2,0.742,1.414,0.54,1,1,1,50.451,31,29.462,5,0.329,0.302,0.302,2.723,2.607,2.542
PHI,2016,PHI,2016020207,PHI,TOR,AWAY,20161111,Team Level,4on5,0.3266,0.3333,0.3846,316,2.657,0.374,0.097,0.124,0.068,0.351,3.987,0.374,0.374,0.374,5,0,0,5,1,0,0,0,0,2,2,4,4,1,2,4,1,1,0,4,0,1,0.006,0,0.368,0,0,1,5,5,5,0,0.022,0,0,0.396,0.396,0.394,5.477,0.771,0.384,1.132,0.198,3.685,1.829,0.621,0.771,0.621,3,5,2,10,1,1,0,1,1,1,3,2,7,0,0,5,0,0,1,2,6,0,0.083,0.688,0,0,1,0,10,8,8,0,0.102,0.147,0.147,0.726,0.726,0.631
PHI,2016,PHI,2016020207,PHI,TOR,AWAY,20161111,Team Level,5on4,0.5144,0.8,0.6667,128,1.542,0.662,0.069,0.244,0.04,0.64,0.345,0.662,0.662,0.662,1,1,2,4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0.007,0,0.655,0,0,1,4,2,2,0,0.024,0,0,0.686,0.686,0.686,0.954,0.625,0.036,0.052,0.013,0.12,0.154,0.625,0.625,0.625,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0.625,0,0,1,1,1,1,1,0.008,0,0,0.633,0.633,0.633
PHI,2016,PHI,2016020216,PHI,MIN,HOME,20161112,Team Level,other,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.007,0.469,0.224,0.459,0.08,2.082,0.686,0.45,0.469,0.45,2,2,0,4,0,0,0,1,1,1,1,2,4,0,0,1,0,0,0,2,2,0,0.11,0.359,0,0,0,0,4,4,4,0,0.078,0,0,0.547,0.547,0.526
PHI,2016,PHI,2016020216,PHI,MIN,HOME,20161112,Team Level,all,0.4928,0.5085,0.5412,3600,31.225,2.33,2.067,7.73,1.011,19.265,13.596,2.179,2.285,2.134,36,10,14,60,3,3,0,7,1,15,17,33,43,2,4,27,36,6,7,37,8,1,0.971,1.091,0.269,0,3,0,58.184,46,44.848,5,0.456,0.587,0.587,2.199,2.142,2.103,27.984,2.398,1.907,6.979,1.046,16.028,10.642,2.271,2.508,2.373,27,12,19,58,2,3,1,7,1,12,14,25,37,3,6,29,28,3,4,28,10,1,0.747,1.308,0.343,0,1,1,59.871,39,40.145,2,0.427,0.643,0.643,2.182,2.256,2.211
PHI,2016,PHI,2016020216,PHI,MIN,HOME,20161112,Team Level,5on5,0.3634,0.5053,0.5224,3021,23.234,1.088,1.29,5.599,0.749,14.85,11.425,1.085,1.043,1.04,27,8,13,48,2,0,0,6,1,11,15,25,33,2,4,23,33,6,5,32,3,0,0.724,0.364,0,0,2,0,46.184,35,33.848,4,0.257,0,0,1.346,1.288,1.284,23.236,1.906,1.519,6.015,0.874,12.546,9.14,1.799,2.016,1.9,23,9,15,47,2,3,1,6,0,8,13,21,30,3,6,25,26,3,4,23,8,1,0.614,0.949,0.343,0,1,1,48.871,32,33.145,2,0.313,0.643,0.643,1.577,1.651,1.627
PHI,2016,PHI,2016020216,PHI,MIN,HOME,20161112,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.741,0.022,0.164,0.505,0.093,1.399,0.816,0.022,0.022,0.022,2,1,4,7,0,0,0,0,0,3,0,2,3,0,0,2,0,0,0,3,0,0,0.022,0,0,0,0,0,7,3,3,0,0.036,0,0,0.058,0.058,0.058
PHI,2016,PHI,2016020216,PHI,MIN,HOME,20161112,Team Level,5on4,1,1,1,252,7.991,1.242,0.777,2.132,0.262,4.415,2.171,1.094,1.242,1.094,9,2,1,12,1,3,0,1,0,4,2,8,10,0,0,3,1,0,1,5,5,1,0.247,0.727,0.269,0,1,0,12,11,11,0,0.199,0.587,0.587,0.854,0.854,0.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2016,PHI,2016020230,PHI,OTT,HOME,20161115,Team Level,other,0.4826,0.6667,0.7143,31,3.541,0.166,0.184,0.787,0.134,2.243,1.487,0.166,0.166,0.166,1,4,1,6,0,0,0,0,1,1,3,1,5,0,0,1,1,0,0,5,0,0,0.166,0,0,0,0,0,6,5,5,0,0.046,0,0,0.212,0.212,0.212,1.493,0.178,0.112,0.218,0.045,0.679,0.768,0.178,0.178,0.178,0,2,1,3,0,0,0,0,0,1,1,0,2,0,0,3,1,1,0,1,1,0,0.06,0.118,0,0,0,0,3,2,2,0,0.033,0,0,0.212,0.212,0.212
PHI,2016,PHI,2016020230,PHI,OTT,HOME,20161115,Team Level,all,0.5798,0.5462,0.5495,3900,35.918,3.673,2.46,8.17,1.179,20.161,14.356,3.553,3.647,3.526,35,15,21,71,2,2,1,12,3,12,19,33,48,2,4,40,26,6,16,34,11,5,1.076,1.199,1.398,0,0,2,71.796,50,50.838,11,0.549,0.69,0.69,3.533,3.504,3.44,29.736,2.662,1.914,6.872,0.919,14.917,13.715,2.607,2.714,2.659,26,15,18,59,2,1,0,9,3,11,15,24,39,3,6,32,39,8,21,29,10,2,0.802,1.365,0.495,0,2,0,58.63,41,40.611,15,0.414,0.132,0.132,2.944,3.003,2.95
PHI,2016,PHI,2016020230,PHI,OTT,HOME,20161115,Team Level,5on5,0.5394,0.5051,0.4928,3149,24.818,2.89,1.741,5.941,0.816,13.101,9.51,2.787,2.864,2.761,28,6,16,50,2,2,1,10,1,7,12,26,32,2,4,29,25,6,12,20,9,5,0.558,0.934,1.398,0,0,2,50.796,34,34.838,9,0.371,0.69,0.69,2.572,2.543,2.502,26.222,2.468,1.675,6.265,0.82,13.265,10.507,2.414,2.521,2.466,23,12,14,49,2,1,0,9,1,9,13,21,33,3,6,24,38,5,17,24,9,2,0.727,1.246,0.495,0,2,0,48.63,35,34.611,12,0.35,0.132,0.132,2.687,2.745,2.693
PHI,2016,PHI,2016020230,PHI,OTT,HOME,20161115,Team Level,4on5,0.7969,0.2857,0.5,240,1.596,0.051,0.035,0.176,0.039,0.423,1.275,0.051,0.051,0.051,2,0,0,2,0,0,0,0,0,0,2,2,2,0,0,3,0,0,2,2,0,0,0.051,0,0,0,0,0,2,2,2,2,0.009,0,0,0.06,0.06,0.06,1.421,0.013,0.107,0.37,0.035,0.953,0.522,0.013,0.013,0.013,1,1,3,5,0,0,0,0,2,0,0,1,2,0,0,1,0,1,1,2,0,0,0.013,0,0,0,0,0,5,2,2,0,0.026,0,0,0.04,0.04,0.04
PHI,2016,PHI,2016020230,PHI,OTT,HOME,20161115,Team Level,5on4,0.9965,0.8667,0.8182,480,5.963,0.566,0.501,1.266,0.189,4.394,2.084,0.548,0.566,0.548,4,5,4,13,0,0,0,2,1,4,2,4,9,0,0,7,0,0,2,7,2,0,0.301,0.265,0,0,0,0,13,9,9,0,0.123,0,0,0.689,0.689,0.665,0.6,0.002,0.02,0.02,0.02,0.02,1.918,0.002,0.002,0.002,2,0,0,2,0,0,0,0,0,1,1,2,2,0,0,4,0,1,3,2,0,0,0.002,0,0,0,0,0,2,2,2,3,0.005,0,0,0.007,0.007,0.006
PHI,2016,PHI,2016020246,PHI,WPG,HOME,20161117,Team Level,other,0.4903,0.3333,0.3333,78,0.549,0.455,0.026,0.015,0.018,0.29,0.197,0.401,0.455,0.401,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.455,0,0,1,1,1,1,1,0.006,0,0,0.461,0.461,0.406,1.369,0.473,0.117,0.157,0.049,0.941,0.263,0.473,0.473,0.473,1,1,0,2,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1,1,0,0.119,0.354,0,0,0,2,2,2,0,0.043,0,0,0.516,0.516,0.516
PHI,2016,PHI,2016020246,PHI,WPG,HOME,20161117,Team Level,all,0.3996,0.4298,0.3875,3600,21.452,2.31,1.352,5.08,0.777,12.138,9.343,2.196,2.319,2.204,22,9,21,52,5,1,0,4,0,9,12,17,26,1,2,30,32,10,11,23,5,3,0.68,0.71,0.92,1,1,3,54.034,31,32.211,7,0.289,0.188,0.188,2.411,2.422,2.299,36.426,3.471,2.573,7.816,1.12,19.554,14.465,3.426,3.475,3.43,32,17,20,69,2,0,0,11,2,17,17,30,47,1,2,24,32,11,6,32,16,1,0.971,2.145,0.354,1,1,0,66.402,49,47.642,5,0.565,0,0,4.036,4.04,3.988
