team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
PHI,2010,PHI,2010020425,PHI,BOS,AWAY,20101211,Team Level,5on4,0.1727,0.6667,0.6667,120,3.117,0.043,0.369,0.617,0.084,1.957,0.931,0.043,0.043,0.043,4,0,0,4,0,0,0,3,0,1,0,4,4,0,0,1,1,0,0,4,0,0,0.043,0,0,0,0,0,4,4,4,0,0.095,0,0,0.138,0.138,0.137,1.661,0.206,0.113,0.25,0.041,0.466,0.923,0.206,0.206,0.206,2,0,0,2,0,0,0,1,0,1,0,2,2,0,0,4,0,0,1,1,1,0,0.018,0.188,0,0,0,0,2,2,2,1,0.026,0,0,0.232,0.232,0.232
PHI,2010,PHI,2010020447,PHI,PIT,HOME,20101214,Team Level,other,0.1849,0.3333,0.375,232,2.433,0.115,0.154,0.518,0.066,0.979,1.169,0.115,0.115,0.115,3,0,0,3,0,0,0,0,0,1,2,3,3,1,2,3,2,0,1,2,1,0,0.035,0.08,0,0,0,0,3,3,3,1,0.036,0,0,0.151,0.151,0.151,3.684,0.507,0.256,0.675,0.126,2.305,1.132,0.507,0.507,0.507,3,2,1,6,1,0,0,0,0,2,2,2,4,0,0,2,0,1,1,3,1,1,0.045,0.137,0.326,0,0,1,6,5,5,1,0.078,0,0,0.585,0.585,0.585
PHI,2010,PHI,2010020447,PHI,PIT,HOME,20101214,Team Level,all,0.6112,0.5094,0.5506,3600,35.443,3.767,2.608,8.692,1.215,19.257,13.461,3.689,3.711,3.635,37,12,5,54,3,4,0,4,1,17,20,34,46,5,10,31,29,7,10,31,13,5,0.911,1.505,1.351,0,2,1,54.174,49,49.501,7,0.576,0.744,0.744,3.599,3.558,3.527,28.376,2.396,1.835,6.383,0.911,16.545,11.929,2.369,2.413,2.385,23,17,12,52,2,2,0,6,2,16,12,21,38,7,14,29,29,9,8,31,7,2,0.668,0.816,0.913,0,0,2,51.727,40,39.734,6,0.421,0.137,0.137,2.681,2.697,2.676
PHI,2010,PHI,2010020447,PHI,PIT,HOME,20101214,Team Level,5on5,0.6927,0.52,0.5667,2522,25.463,2.694,1.679,6.509,0.865,12.482,9.771,2.637,2.638,2.583,27,7,5,39,2,3,0,4,1,10,14,25,32,4,8,21,23,5,9,23,6,5,0.591,0.751,1.351,0,1,1,39.174,34,34.501,6,0.351,0.61,0.61,2.435,2.395,2.384,17.901,1.195,1.158,4.434,0.581,10.749,7.883,1.169,1.212,1.185,12,14,10,36,0,1,0,4,2,11,8,12,26,6,12,22,27,6,6,20,6,0,0.516,0.68,0,0,0,0,35.727,26,25.734,4,0.236,0.112,0.112,1.32,1.336,1.316
PHI,2010,PHI,2010020447,PHI,PIT,HOME,20101214,Team Level,4on5,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.175,0.651,0.393,1.078,0.171,3.14,1.566,0.651,0.651,0.651,6,1,1,8,1,1,0,1,0,3,1,5,6,1,2,0,0,0,0,6,0,1,0.065,0,0.587,0,0,1,8,7,7,0,0.101,0.025,0.025,0.727,0.727,0.726
PHI,2010,PHI,2010020447,PHI,PIT,HOME,20101214,Team Level,5on4,0.958,0.8571,0.8571,611,7.546,0.959,0.775,1.665,0.283,5.796,2.521,0.938,0.959,0.938,7,5,0,12,1,1,0,0,0,6,4,6,11,0,0,4,2,1,0,6,6,0,0.285,0.674,0,0,1,0,12,12,12,0,0.189,0.134,0.134,1.013,1.013,0.993,1.616,0.042,0.029,0.196,0.033,0.352,1.347,0.042,0.042,0.042,2,0,0,2,0,0,0,1,0,0,1,2,2,0,0,5,2,2,1,2,0,0,0.042,0,0,0,0,0,2,2,2,1,0.007,0,0,0.049,0.049,0.049
PHI,2010,PHI,2010020454,PHI,MTL,AWAY,20101215,Team Level,other,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.676,0.51,0.152,0.287,0.051,0.796,0.203,0.455,0.51,0.455,2,0,0,2,1,0,0,0,0,1,0,1,1,0,0,0,2,1,0,0,0,2,0,0,0.51,0,0,1,2,2,2,0,0.043,0,0,0.554,0.554,0.495
PHI,2010,PHI,2010020454,PHI,MTL,AWAY,20101215,Team Level,all,0.4509,0.3684,0.3737,3600,29.307,3.243,2.152,6.734,0.855,13.772,10.244,3.161,3.454,3.368,30,7,12,49,5,3,1,4,1,11,13,25,32,2,4,28,28,4,15,26,7,4,0.68,0.985,1.578,1,1,3,52.352,37,39.583,15,0.504,1.088,1.088,2.659,2.881,2.862,44.429,3.949,3.11,10.88,1.476,25.744,16.84,3.713,3.715,3.492,41,21,22,84,3,5,1,13,2,27,12,38,59,3,6,33,20,12,12,45,13,4,1.39,1.572,0.988,0,1,2,77.771,62,57.569,12,0.66,0.671,0.671,3.938,3.718,3.57
PHI,2010,PHI,2010020454,PHI,MTL,AWAY,20101215,Team Level,5on5,0.4318,0.3448,0.3488,3068,23.689,2.297,1.623,5.575,0.691,11.091,8.723,2.253,2.508,2.461,25,5,10,40,4,1,0,4,1,9,11,21,26,1,2,22,25,2,13,20,7,3,0.59,0.985,0.721,1,1,2,43.352,30,32.583,13,0.348,0.21,0.21,2.435,2.657,2.64,40.026,3.022,2.717,10.249,1.338,23.094,15.58,2.859,2.787,2.638,36,20,20,76,2,5,1,12,2,24,11,34,54,3,6,31,18,8,10,44,10,2,1.33,1.214,0.478,0,1,1,69.771,56,51.569,10,0.56,0.671,0.671,2.91,2.69,2.623
PHI,2010,PHI,2010020454,PHI,MTL,AWAY,20101215,Team Level,4on5,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815,0.24,0.181,0.277,0.07,1.6,0.632,0.222,0.24,0.222,2,1,2,5,0,0,0,1,0,2,0,2,3,0,0,0,0,1,0,1,2,0,0.06,0.18,0,0,0,0,5,3,3,0,0.044,0,0,0.284,0.284,0.262
PHI,2010,PHI,2010020454,PHI,MTL,AWAY,20101215,Team Level,5on4,0.8424,0.9,0.875,296,5.618,0.946,0.529,1.159,0.164,2.681,1.521,0.908,0.946,0.908,5,2,2,9,1,2,1,0,0,2,2,4,6,0,0,2,1,1,0,6,0,1,0.089,0,0.856,0,0,1,9,7,7,0,0.155,0.878,0.878,0.223,0.223,0.222,0.912,0.177,0.06,0.067,0.016,0.254,0.426,0.177,0.177,0.177,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,2,2,0,1,0,0,0.177,0,0,0,0,1,1,1,2,0.013,0,0,0.19,0.19,0.19
PHI,2010,PHI,2010020473,PHI,NYR,HOME,20101218,Team Level,other,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.741,0.065,0.041,0.15,0.02,0.363,0.362,0.065,0.065,0.065,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0.065,0,0,0,0,0,1,1,1,0,0.01,0,0,0.075,0.075,0.075
PHI,2010,PHI,2010020473,PHI,NYR,HOME,20101218,Team Level,all,0.6644,0.5517,0.5843,3600,39.288,4.495,2.887,9.253,1.227,19.927,14.212,4.247,4.471,4.223,39,13,12,64,4,6,2,7,1,9,25,35,48,5,13,30,26,7,14,33,14,5,0.995,2.018,1.482,1,1,2,65.076,52,52.797,12,0.634,1.486,1.486,3.644,3.629,3.548,26.403,2.271,1.687,6.064,0.856,14.906,11.215,2.169,2.317,2.213,25,12,15,52,1,2,0,6,0,10,18,24,36,5,13,29,22,5,10,28,8,1,0.849,1.034,0.389,0,1,0,51.399,37,36.547,7,0.348,0.535,0.535,2.085,2.116,1.999
PHI,2010,PHI,2010020473,PHI,NYR,HOME,20101218,Team Level,5on5,0.5869,0.5053,0.5278,2863,29.207,3.109,1.943,7.132,0.895,14.396,10.525,2.974,3.085,2.951,31,7,10,48,3,4,1,7,1,6,17,28,35,4,11,22,22,5,12,23,12,3,0.585,1.702,0.822,1,1,1,49.076,38,38.797,10,0.408,0.825,0.825,2.692,2.678,2.642,24.269,2.188,1.543,5.644,0.795,13.493,10.338,2.086,2.233,2.13,22,12,13,47,1,2,0,6,0,9,16,21,33,5,13,24,22,4,7,25,8,1,0.765,1.034,0.389,0,1,0,46.399,34,33.547,5,0.315,0.535,0.535,1.968,1.999,1.885
PHI,2010,PHI,2010020473,PHI,NYR,HOME,20101218,Team Level,4on5,0.8813,0.4286,0.5,360,1.484,0.141,0.119,0.177,0.041,0.494,1.029,0.141,0.141,0.141,1,1,1,3,0,0,0,0,0,0,2,1,2,0,0,3,4,1,1,1,1,0,0.021,0.12,0,0,0,0,3,2,2,1,0.029,0,0,0.17,0.17,0.17,1.393,0.019,0.104,0.27,0.042,1.051,0.515,0.019,0.019,0.019,2,0,2,4,0,0,0,0,0,1,1,2,2,0,0,3,0,0,2,2,0,0,0.019,0,0,0,0,0,4,2,2,1,0.022,0,0,0.042,0.042,0.039
PHI,2010,PHI,2010020473,PHI,NYR,HOME,20101218,Team Level,5on4,1,1,1,324,8.598,1.245,0.825,1.944,0.291,5.036,2.659,1.132,1.245,1.132,7,5,1,13,1,2,1,0,0,3,6,6,11,1,2,4,0,1,0,9,1,2,0.388,0.197,0.66,0,0,1,13,12,12,0,0.197,0.66,0.66,0.782,0.782,0.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PHI,2010,PHI,2010020490,PHI,FLA,HOME,20101220,Team Level,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2010,PHI,2010020490,PHI,FLA,HOME,20101220,Team Level,all,0.348,0.4872,0.4778,3600,30.423,1.706,1.762,7.04,0.992,16.45,15.049,1.694,1.564,1.553,26,17,14,57,0,0,0,5,2,16,20,26,43,4,8,27,26,4,6,38,5,0,1.081,0.625,0,0,0,0,51.621,43,39.434,4,0.357,0,0,2.064,1.89,1.876,35.711,3.196,2.795,8.604,1.117,18.404,12.883,3.01,3.593,3.381,34,13,13,60,5,5,1,9,0,13,15,29,42,1,2,35,16,8,5,33,11,3,0.874,1.45,0.872,2,1,2,67.382,47,52.322,4,0.594,1.065,1.065,2.725,3.055,3.008
PHI,2010,PHI,2010020490,PHI,FLA,HOME,20101220,Team Level,5on5,0.3337,0.5096,0.4938,3000,29.351,1.572,1.67,6.892,0.914,15.634,13.318,1.56,1.43,1.419,25,15,13,53,0,0,0,5,2,15,18,25,40,4,8,21,26,3,4,35,5,0,0.947,0.625,0,0,0,0,47.621,40,36.434,2,0.336,0,0,1.909,1.735,1.721,31.794,3.139,2.423,7.748,0.977,15.299,11.414,2.953,3.536,3.324,29,12,10,51,5,5,1,8,0,11,12,24,36,1,2,26,16,6,4,27,11,3,0.816,1.45,0.872,2,1,2,58.382,41,46.322,3,0.502,1.065,1.065,2.576,2.906,2.861
PHI,2010,PHI,2010020490,PHI,FLA,HOME,20101220,Team Level,4on5,0.5,0.1818,0.25,480,0.668,0.057,0.039,0.06,0.043,0.306,1.495,0.057,0.057,0.057,1,1,0,2,0,0,0,0,0,1,1,1,2,0,0,5,0,1,2,2,0,0,0.057,0,0,0,0,0,2,2,2,2,0.009,0,0,0.066,0.066,0.066,3.917,0.057,0.372,0.856,0.14,3.105,1.469,0.057,0.057,0.057,5,1,3,9,0,0,0,1,0,2,3,5,6,0,0,8,0,1,1,6,0,0,0.057,0,0,0,0,0,9,6,6,1,0.092,0,0,0.149,0.149,0.147
PHI,2010,PHI,2010020490,PHI,FLA,HOME,20101220,Team Level,5on4,1,1,1,120,0.404,0.077,0.052,0.088,0.035,0.51,0.237,0.077,0.077,0.077,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.077,0,0,0,0,0,2,1,1,0,0.012,0,0,0.089,0.089,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2010,PHI,2010020544,PHI,VAN,AWAY,20101228,Team Level,other,0.4749,0.3529,0.3529,360,4.704,1.361,0.277,0.773,0.135,1.868,1.586,1.245,1.361,1.245,4,2,0,6,1,0,0,0,0,2,3,3,5,2,7,2,1,1,0,2,1,3,0.052,0.151,1.158,0,0,1,6,6,6,0,0.111,0,0,1.472,1.472,1.346,7.939,1.505,0.61,1.335,0.3,4.291,2.958,1.185,1.505,1.185,11,0,0,11,0,1,0,2,0,4,4,11,11,1,5,6,0,0,0,6,4,1,0.367,0.499,0.639,0,0,0,11,11,11,0,0.185,0.639,0.639,1.052,1.052,0.886
PHI,2010,PHI,2010020544,PHI,VAN,AWAY,20101228,Team Level,all,0.426,0.4148,0.4167,3600,32.683,3.409,2.246,6.857,1.003,18.224,13.261,3.265,3.39,3.247,37,8,11,56,2,0,0,11,2,12,18,35,43,6,23,23,20,10,5,32,10,3,0.97,1.28,1.158,1,0,1,53.227,45,43.903,5,0.528,0,0,3.937,3.914,3.758,44.116,4.593,3.256,9.291,1.489,24.873,19.497,4.179,4.599,4.187,49,14,16,79,6,1,0,14,0,18,24,43,57,8,19,45,25,8,5,43,18,2,1.646,2.081,0.865,4,2,0,82.864,63,64.203,4,0.766,0.639,0.639,4.72,4.729,4.452
PHI,2010,PHI,2010020544,PHI,VAN,AWAY,20101228,Team Level,5on5,0.4656,0.4516,0.4583,2612,23.568,1.996,1.616,5.216,0.75,13.47,9.953,1.968,1.977,1.951,29,4,9,42,1,0,0,10,2,9,11,28,32,4,16,18,19,7,5,24,9,0,0.867,1.129,0,1,0,0,39.227,33,31.903,5,0.332,0,0,2.327,2.305,2.274,27.698,2.291,1.932,5.99,0.859,14.778,13.15,2.27,2.297,2.278,31,8,12,51,5,0,0,8,0,9,17,26,34,7,14,30,24,6,4,28,10,1,0.937,1.128,0.227,4,1,0,54.864,39,40.203,3,0.402,0,0,2.693,2.702,2.677
PHI,2010,PHI,2010020544,PHI,VAN,AWAY,20101228,Team Level,4on5,0.0238,0.0588,0.0769,275,0.817,0.019,0.02,0.153,0.026,0.216,0.566,0.019,0.019,0.019,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.019,0,0,0,0,0,1,1,1,0,0.004,0,0,0.023,0.023,0.023,7.708,0.78,0.698,1.846,0.308,5.561,2.807,0.707,0.78,0.707,7,5,4,16,1,0,0,4,0,5,2,6,11,0,0,5,1,0,0,8,4,0,0.326,0.454,0,0,1,0,16,12,12,0,0.175,0,0,0.955,0.955,0.868
PHI,2010,PHI,2010020544,PHI,VAN,AWAY,20101228,Team Level,5on4,0.6531,0.875,0.8333,353,3.594,0.032,0.333,0.715,0.093,2.67,1.157,0.032,0.032,0.032,3,2,2,7,0,0,0,1,0,1,3,3,5,0,0,2,0,2,0,5,0,0,0.032,0,0,0,0,0,7,5,5,0,0.082,0,0,0.114,0.114,0.114,0.771,0.017,0.016,0.121,0.022,0.243,0.582,0.017,0.017,0.017,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,4,0,2,1,1,0,0,0.017,0,0,0,0,0,1,1,1,1,0.003,0,0,0.02,0.02,0.02
PHI,2010,PHI,2010020556,PHI,L.A,AWAY,20101230,Team Level,other,0.9458,0.7,0.7778,294,5.248,0.925,0.405,0.936,0.165,3.028,1.541,0.856,0.925,0.856,4,3,0,7,1,0,0,1,0,4,1,3,6,1,2,4,0,0,0,5,1,1,0.133,0.085,0.707,0,0,1,7,7,7,0,0.141,0,0,1.066,1.066,0.989,1.484,0.053,0.07,0.296,0.041,0.881,0.659,0.053,0.053,0.053,2,0,1,3,1,0,0,1,0,0,0,1,1,1,2,3,2,0,1,2,0,0,0.053,0,0,1,0,0,3,2,2,1,0.017,0,0,0.07,0.07,0.07
PHI,2010,PHI,2010020556,PHI,L.A,AWAY,20101230,Team Level,all,0.5191,0.4228,0.4222,3600,27.682,3.207,2.013,5.474,0.958,15.182,11.165,3.132,3.312,3.236,28,10,14,52,7,1,0,3,0,16,11,21,31,6,12,31,28,0,13,28,7,3,0.824,0.762,1.621,1,4,2,55.242,38,39.682,12,0.521,0.078,0.078,3.65,3.773,3.693,36.746,2.971,2.609,8.298,1.157,22.125,14.839,2.867,2.814,2.712,36,16,19,71,4,4,1,9,1,16,18,32,48,5,10,37,29,5,18,42,6,4,1.415,0.611,0.944,3,0,1,65.944,52,48.77,10,0.566,0.456,0.456,3.081,2.904,2.844
PHI,2010,PHI,2010020556,PHI,L.A,AWAY,20101230,Team Level,5on5,0.4106,0.3516,0.3387,2624,15.183,1.342,1.064,3.041,0.477,8.607,6.469,1.339,1.446,1.444,17,4,11,32,5,0,0,2,0,6,8,12,16,5,10,18,24,0,10,14,6,1,0.424,0.678,0.24,1,4,0,35.242,21,22.682,10,0.22,0,0,1.562,1.685,1.682,28.436,1.926,1.911,6.571,0.901,17.481,12.211,1.894,1.769,1.739,26,15,18,59,1,3,0,7,1,13,16,25,40,2,4,27,26,5,12,34,6,1,1.053,0.611,0.263,1,0,0,53.944,41,37.77,7,0.391,0.2,0.2,2.117,1.94,1.911
PHI,2010,PHI,2010020556,PHI,L.A,AWAY,20101230,Team Level,4on5,0.1706,0.25,0.25,471,2.196,0.204,0.098,0.299,0.066,0.681,1.652,0.201,0.204,0.201,2,1,0,3,0,1,0,0,0,1,1,2,3,0,0,6,4,0,3,3,0,0,0.204,0,0,0,0,0,3,3,3,2,0.022,0.078,0.078,0.149,0.149,0.148,6.826,0.992,0.629,1.432,0.215,3.763,1.969,0.92,0.992,0.92,8,1,0,9,2,1,1,1,0,3,2,6,7,0,0,6,0,0,4,6,0,3,0.31,0,0.681,1,0,1,9,9,9,1,0.158,0.256,0.256,0.894,0.894,0.863
PHI,2010,PHI,2010020556,PHI,L.A,AWAY,20101230,Team Level,5on4,1,1,1,211,5.056,0.736,0.445,1.198,0.25,2.867,1.503,0.736,0.736,0.736,5,2,3,10,1,0,0,0,0,5,1,4,6,0,0,3,0,0,0,6,0,1,0.063,0,0.674,0,0,1,10,7,7,0,0.138,0,0,0.874,0.874,0.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PHI,2010,PHI,2010020563,PHI,ANA,AWAY,20101231,Team Level,other,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2010,PHI,2010020563,PHI,ANA,AWAY,20101231,Team Level,all,0.4732,0.5752,0.5862,3600,35.255,2.211,2.425,7.428,1.154,20.947,16.836,2.182,2.205,2.176,37,14,14,65,2,2,0,8,0,16,23,35,49,3,9,27,18,3,7,42,9,0,1.189,1.022,0,1,1,0,62.334,51,49.383,4,0.502,0.298,0.298,2.415,2.41,2.38,25.206,2.461,1.858,5.47,0.801,15.355,10.054,2.392,2.469,2.4,27,9,12,48,5,2,1,7,1,9,12,22,31,3,9,25,17,3,9,25,9,2,1.019,0.961,0.481,3,1,1,50.21,36,37.152,5,0.397,0.449,0.449,2.409,2.416,2.391
PHI,2010,PHI,2010020563,PHI,ANA,AWAY,20101231,Team Level,5on5,0.5187,0.59,0.5949,3161,32.278,2.168,2.113,6.888,1.073,19.262,15.497,2.139,2.162,2.133,34,13,12,59,2,2,0,8,0,16,19,32,45,3,9,23,18,1,5,38,9,0,1.145,1.022,0,1,1,0,56.334,47,45.383,3,0.431,0.298,0.298,2.3,2.296,2.265,22.268,2.012,1.567,4.957,0.72,13.552,9.192,1.977,2.02,1.985,23,9,9,41,4,1,0,6,1,8,12,19,28,3,9,22,16,2,9,23,8,1,0.929,0.857,0.226,3,1,0,43.21,32,33.152,5,0.325,0.194,0.194,2.143,2.15,2.132
PHI,2010,PHI,2010020563,PHI,ANA,AWAY,20101231,Team Level,4on5,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.938,0.449,0.291,0.513,0.081,1.803,0.862,0.415,0.449,0.415,4,0,3,7,1,1,1,1,0,1,0,3,3,0,0,2,0,0,0,2,1,1,0.09,0.104,0.255,0,0,1,7,4,4,0,0.072,0.255,0.255,0.266,0.266,0.26
PHI,2010,PHI,2010020563,PHI,ANA,AWAY,20101231,Team Level,5on4,1,1,1,240,2.977,0.044,0.312,0.54,0.081,1.685,1.338,0.044,0.044,0.044,3,1,2,6,0,0,0,0,0,0,4,3,4,0,0,2,0,1,2,4,0,0,0.044,0,0,0,0,0,6,4,4,1,0.071,0,0,0.114,0.114,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PHI,2010,PHI,2010020575,PHI,DET,AWAY,20110102,Team Level,other,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0.161,0.098,0.24,0.043,0.91,0.548,0.161,0.161,0.161,1,1,0,2,0,0,0,0,0,0,2,1,2,0,0,2,1,0,0,1,1,0,0.042,0.118,0,0,0,0,2,2,2,0,0.024,0,0,0.185,0.185,0.185
PHI,2010,PHI,2010020575,PHI,DET,AWAY,20110102,Team Level,all,0.4111,0.4848,0.4875,3600,27.13,1.85,1.78,6.434,1.008,15.404,12.524,1.817,2.047,2.01,32,7,9,48,3,1,1,10,1,9,15,29,36,3,6,27,22,7,7,32,6,1,1.033,0.559,0.258,3,0,0,53.157,39,42.778,7,0.37,0.001,0.337,1.882,2.068,2.057,28.764,2.65,1.816,6.458,0.997,16.557,12.522,2.608,2.485,2.446,27,14,10,51,2,1,0,10,1,8,19,25,39,2,4,33,18,6,10,29,11,1,0.928,1.267,0.454,1,1,0,47.392,41,38.301,6,0.386,0.454,0.454,2.581,2.429,2.391
PHI,2010,PHI,2010020575,PHI,DET,AWAY,20110102,Team Level,5on5,0.435,0.4778,0.4932,3107,24.803,1.817,1.603,5.985,0.942,13.906,11.748,1.784,2.014,1.977,29,7,7,43,3,1,1,10,1,7,14,26,33,1,2,23,21,7,6,29,6,1,1,0.559,0.258,3,0,0,48.157,36,39.778,6,0.327,0.001,0.337,1.807,1.993,1.981,25.953,2.36,1.598,5.969,0.912,14.669,11.492,2.318,2.195,2.156,24,13,10,47,1,1,0,10,1,8,16,23,36,1,2,30,17,6,7,26,10,1,0.757,1.149,0.454,0,1,0,43.392,37,34.301,5,0.329,0.454,0.454,2.235,2.084,2.045
PHI,2010,PHI,2010020575,PHI,DET,AWAY,20110102,Team Level,4on5,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.371,0.129,0.12,0.249,0.042,0.978,0.482,0.129,0.129,0.129,2,0,0,2,1,0,0,0,0,0,1,1,1,1,2,0,0,0,2,2,0,0,0.129,0,0,1,0,0,2,2,2,0,0.032,0,0,0.161,0.161,0.161
PHI,2010,PHI,2010020575,PHI,DET,AWAY,20110102,Team Level,5on4,1,1,1,185,2.327,0.033,0.177,0.449,0.066,1.498,0.776,0.033,0.033,0.033,3,0,2,5,0,0,0,0,0,2,1,3,3,1,2,1,0,0,0,3,0,0,0.033,0,0,0,0,0,5,3,3,0,0.043,0,0,0.075,0.075,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
